Packet Sending Rate,Average Delay
2.0,1316.0,4.0,2261.8,6.0,2833.2
10.0,1652.2,12.0,1959.0,14.0,2211.8
18.0,1584.0,20.0,1751.0,22.0,1900.0
26.0,1443.8,28.0,1552.6,30.0,1650.6
34.0,1280.8,36.0,1354.8,38.0,1423.4
42.0,1105.2,44.0,1158.8,46.0,1207.0
50.0,924.8,52.0,961.6,54.0,996.6
58.0,738.4,60.0,765.6,62.0,791.0
64.0,597.4,66.0,618.6,68.0,638.0
72.0,407.4,74.0,422.6,76.0,436.0
